41;127;0;5
41;128;0;4
41;129;1;3
42;130;0;Entre Santa Silvina y Resistencia
42;131;1;Entre Resistencia y Pampa del Infierno
42;132;0;Entre Resistencia y Juan José Castelli
43;133;1;Parque Nacional Chaco
43;134;0;Parque Nacional El Impenetrable
43;135;0;Parque Nacional Iberá
44;136;1;Museo a cielo abierto de meteoritos
44;137;0;Capital de los Inmigrantes
44;138;0;Ciudad de las Esculturas
45;139;1;Fiesta del Dorado
45;140;0;Fiesta del Suburí
45;141;0;Fiesta del Moncholo
46;142;0;Castelli
46;143;1;Las Breñas
46;144;0;Puerto Tirol
47;145;0;Puerto Vilelas
47;146;0;Charata
47;147;1;Puerto Tirol
48;148;1;Pampa del Indio
48;149;0;Pampa del Infierno
48;150;0;Castelli
49;151;0;Charata
49;152;0;Gancedo
49;153;1;Presidencia Roque Sáenz Peña
50;154;1;Reserva Natural Provincial Fuerte Esperanza
50;155;1;Parque Provincial Loro Hablador
50;156;0;Campo del Cielo
50;157;0;Villa Río Bermejito
51;158;0;Las Breñas
51;159;0;Fontana
51;160;1;Quitilipi
52;161;0;Río Pilcomayo
52;162;1;Río Bermejo
52;163;0;Río Negro
53;164;0;Montaña
53;165;0;Sierra
53;166;1;Llanura
54;167;0;Paraná
54;168;1;Oro
54;169;1;Tragadero
54;170;0;Paraguay
54;171;1;Negro
54;172;1;Guaycurú
55;173;1;Portal del Impenetrable
55;174;0;Perla del Paraná
55;175;0;Ciudad de las Esculturas
56;176;1;Baloncesto
56;177;0;Fútbol
56;178;0;Natación
56;179;0;Tiro
57;180;1;Museo Casa y Jardín Schulz
57;181;0;Estación Experimental Agropecuaria del INTA
57;182;0;Museo a cielo abierto
58;183;1;Inmaculada Concepción de la Virgen María
58;184;0;Virgen de Lourdes
58;185;0;Virgen de Itatí
59;186;1;San Fernando Rey
59;187;0;El Cura Brochero
59;188;0;Virgen de Itatí
60;189;1;Complejo Termal
60;190;1;Complejo Ecológico y Zooloógico
60;191;0;Museo Casa y Jardín Schulz
61;192;1;Las ruinas del Ingenio Azucarero
61;193;0;Las termas
